"centre_band","sea_state","no","species","trip","flightresponse","bin_resp"
25,4,2,"LN","05-Jan Houton-Lyness",0,0
75,4,1,"ND","05-Jan Houton-Lyness",0,0
75,4,1,"SA","05-Jan Houton-Lyness",0,0
25,4,2,"E","05-Jan Houton-Lyness",0,0
25,4,1,"TY","05-Jan Houton-Lyness",0,0
25,4,1,"TY","05-Jan Houton-Lyness",1,1
25,4,1,"TY","05-Jan Houton-Lyness",0,1
25,4,1,"ND","05-Jan Houton-Lyness",0,0
25,4,1,"TY","05-Jan Houton-Lyness",0,0
25,4,3,"TY","05-Jan Houton-Lyness",1,1
25,4,1,"ND","05-Jan Houton-Lyness",0,0
25,4,1,"ND","05-Jan Houton-Lyness",0,0
25,4,1,"TY","05-Jan Houton-Lyness",0,0
75,4,1,"TY","05-Jan Houton-Lyness",0,0
150,4,1,"SA","05-Jan Houton-Lyness",1,1
75,4,1,"ND","05-Jan Houton-Lyness",0,0
150,4,2,"E","05-Jan Houton-Lyness",0,0
75,4,2,"E","05-Jan Houton-Lyness",0,0
150,4,1,"ND","05-Jan Houton-Lyness",0,0
250,4,1,"ND","05-Jan Houton-Lyness",0,0
250,4,8,"ND","05-Jan Houton-Lyness",0,0
25,4,3,"E","05-Jan Houton-Lyness",0,0
75,4,2,"E","05-Jan Houton-Lyness",0,0
25,4,1,"TY","05-Jan Houton-Lyness",0,1
150,4,3,"E","05-Jan Houton-Lyness",0,0
25,4,5,"E","05-Jan Houton-Lyness",0,1
25,4,2,"E","05-Jan Houton-Lyness",0,1
75,4,8,"ND","05-Jan Houton-Lyness",0,1
25,4,1,"TY","05-Jan Houton-Lyness",1,1
75,4,5,"LN","05-Jan Houton-Lyness",0,1
75,4,2,"E","05-Jan Houton-Lyness",0,1
75,4,1,"SA","05-Jan Houton-Lyness",0,1
75,4,12,"E","05-Jan Houton-Lyness",1,1
75,4,5,"LN","05-Jan Houton-Lyness",1,1
150,4,16,"E","05-Jan Houton-Lyness",0,0
75,4,1,"TY","05-Jan Houton-Lyness",0,1
75,4,1,"TY","05-Jan Lyness-Flotta",0,0
25,4,1,"TY","05-Jan Lyness-Flotta",0,1
25,4,1,"TY","05-Jan Lyness-Flotta",0,0
75,4,1,"TY","05-Jan Lyness-Flotta",0,0
25,4,1,"TY","05-Jan Lyness-Flotta",0,1
150,4,3,"E","05-Jan Lyness-Flotta",0,1
250,4,2,"LN","05-Jan Lyness-Flotta",0,0
150,4,1,"ND","05-Jan Lyness-Flotta",0,0
75,4,1,"ND","05-Jan Lyness-Flotta",1,1
25,4,8,"E","05-Jan Lyness-Flotta",0,0
25,4,1,"LN","05-Jan Lyness-Flotta",1,1
150,4,2,"LN","05-Jan Lyness-Flotta",0,0
25,4,2,"E","05-Jan Lyness-Flotta",0,1
75,4,4,"E","05-Jan Lyness-Flotta",1,1
25,4,1,"SA","05-Jan Lyness-Flotta",1,1
25,4,1,"TY","05-Jan Lyness-Flotta",0,1
25,4,2,"E","05-Jan Lyness-Flotta",0,1
250,4,2,"E","05-Jan Lyness-Flotta",0,0
25,4,3,"LN","05-Jan Lyness-Flotta",1,1
25,4,2,"SA","05-Jan Lyness-Flotta",0,1
25,4,2,"LN","05-Jan Lyness-Flotta",1,1
25,4,2,"LN","05-Jan Lyness-Flotta",1,1
250,4,1,"E","05-Jan Lyness-Flotta",0,0
250,4,1,"TY","05-Jan Lyness-Flotta",0,0
25,3,1,"E","05-Jan Flotta-Lyness",0,1
25,3,1,"LN","05-Jan Flotta-Lyness",1,1
25,3,1,"LN","05-Jan Flotta-Lyness",0,0
25,3,1,"LN","05-Jan Flotta-Lyness",1,1
25,3,5,"E","05-Jan Flotta-Lyness",0,1
75,3,1,"SA","05-Jan Flotta-Lyness",1,1
75,3,2,"E","05-Jan Flotta-Lyness",0,0
150,3,1,"ND","05-Jan Flotta-Lyness",0,0
150,3,3,"SA","05-Jan Flotta-Lyness",0,0
75,3,1,"SA","05-Jan Flotta-Lyness",0,0
150,3,2,"E","05-Jan Flotta-Lyness",0,0
75,3,1,"LN","05-Jan Flotta-Lyness",1,1
150,3,3,"E","05-Jan Flotta-Lyness",0,0
75,3,1,"SA","05-Jan Flotta-Lyness",0,0
25,3,1,"TY","05-Jan Flotta-Lyness",0,1
75,3,4,"LN","05-Jan Flotta-Lyness",0,1
25,3,3,"E","05-Jan Flotta-Lyness",0,1
25,3,1,"E","05-Jan Flotta-Lyness",0,0
150,3,1,"E","05-Jan Flotta-Lyness",0,0
75,3,1,"ND","05-Jan Flotta-Lyness",0,1
25,3,16,"SA","05-Jan Flotta-Lyness",0,1
25,3,1,"TY","05-Jan Flotta-Lyness",1,1
25,3,1,"SA","05-Jan Flotta-Lyness",1,1
25,3,1,"TY","05-Jan Flotta-Lyness",0,0
25,3,1,"SA","05-Jan Flotta-Lyness",0,1
25,3,1,"TY","05-Jan Lyness-Houton",0,1
25,3,1,"TY","05-Jan Lyness-Houton",0,1
250,3,1,"TY","05-Jan Lyness-Houton",0,1
150,3,4,"E","05-Jan Lyness-Houton",1,1
25,3,1,"ND","05-Jan Lyness-Houton",0,1
250,3,1,"SA","05-Jan Lyness-Houton",0,1
25,3,1,"TY","05-Jan Lyness-Houton",0,0
250,3,1,"TY","05-Jan Lyness-Houton",0,0
75,3,2,"E","05-Jan Lyness-Houton",0,1
75,3,2,"SA","05-Jan Lyness-Houton",0,1
150,3,1,"E","05-Jan Lyness-Houton",0,1
250,3,1,"E","05-Jan Lyness-Houton",0,0
25,3,1,"TY","05-Jan Lyness-Houton",0,0
75,3,1,"E","05-Jan Lyness-Houton",0,0
250,3,1,"TY","05-Jan Lyness-Houton",0,0
250,3,2,"E","05-Jan Lyness-Houton",0,0
25,3,1,"TY","05-Jan Lyness-Houton",0,1
250,3,2,"TY","05-Jan Lyness-Houton",0,0
250,3,3,"E","05-Jan Lyness-Houton",0,1
250,3,7,"ND","05-Jan Lyness-Houton",0,1
25,3,1,"ND","05-Jan Lyness-Houton",0,1
25,3,1,"TY","05-Jan Lyness-Houton",0,1
250,3,1,"ND","05-Jan Lyness-Houton",0,1
150,3,1,"SA","05-Jan Lyness-Houton",0,1
25,3,2,"TY","05-Jan Lyness-Houton",0,1
150,3,1,"TY","05-Jan Lyness-Houton",0,0
250,3,10,"ND","05-Jan Lyness-Houton",0,0
250,3,1,"ND","05-Jan Lyness-Houton",0,1
25,3,2,"ND","05-Jan Lyness-Houton",0,1
250,3,1,"ND","05-Jan Lyness-Houton",0,0
150,3,1,"SA","05-Jan Lyness-Houton",0,1
25,3,1,"TY","05-Jan Lyness-Houton",1,1
150,3,1,"TY","05-Jan Lyness-Houton",0,0
25,3,1,"TY","05-Jan Lyness-Houton",0,1
150,3,2,"TY","05-Jan Lyness-Houton",0,0
250,3,1,"ND","05-Jan Lyness-Houton",0,1
25,3,1,"TY","05-Jan Lyness-Houton",0,0
250,3,1,"TY","05-Jan Lyness-Houton",0,0
25,3,2,"LN","05-Jan Lyness-Houton",1,1
25,3,1,"TY","05-Jan Lyness-Houton",0,1
25,3,1,"TY","05-Jan Lyness-Houton",0,1
25,3,2,"E","05-Jan Lyness-Houton",0,1
25,3,1,"SA","05-Jan Lyness-Houton",0,1
25,3,1,"SA","05-Jan Lyness-Houton",0,0
150,1,2,"RM","20-Jan Houton-Flotta",0,0
25,1,1,"TY","20-Jan Houton-Flotta",0,1
75,1,1,"LN","20-Jan Houton-Flotta",1,1
25,1,1,"SA","20-Jan Houton-Flotta",0,1
25,1,1,"TY","20-Jan Houton-Flotta",0,0
25,1,1,"TY","20-Jan Houton-Flotta",0,1
25,1,1,"TY","20-Jan Houton-Flotta",0,1
25,1,1,"TY","20-Jan Houton-Flotta",0,0
25,1,2,"E","20-Jan Houton-Flotta",0,1
25,1,4,"SA","20-Jan Houton-Flotta",0,0
25,1,1,"ND","20-Jan Houton-Flotta",0,0
75,1,1,"ND","20-Jan Houton-Flotta",0,1
25,1,1,"TY","20-Jan Houton-Flotta",0,0
150,1,2,"ND","20-Jan Houton-Flotta",0,0
250,1,1,"ND","20-Jan Houton-Flotta",0,0
250,1,1,"SA","20-Jan Houton-Flotta",0,0
250,1,1,"TY","20-Jan Houton-Flotta",0,0
25,1,1,"ND","20-Jan Houton-Flotta",0,1
25,1,2,"ND","20-Jan Houton-Flotta",0,1
150,1,1,"ND","20-Jan Houton-Flotta",0,0
150,1,2,"ND","20-Jan Houton-Flotta",0,0
150,1,1,"TY","20-Jan Houton-Flotta",0,0
25,1,1,"TY","20-Jan Houton-Flotta",0,0
250,1,2,"TY","20-Jan Houton-Flotta",0,0
250,1,1,"ND","20-Jan Houton-Flotta",0,0
250,1,1,"SA","20-Jan Houton-Flotta",0,0
150,1,1,"ND","20-Jan Houton-Flotta",0,0
250,1,2,"ND","20-Jan Houton-Flotta",0,0
75,1,1,"ND","20-Jan Houton-Flotta",0,0
25,1,2,"LN","20-Jan Houton-Flotta",1,1
250,1,2,"ND","20-Jan Houton-Flotta",0,0
25,1,1,"SA","20-Jan Houton-Flotta",0,0
150,1,1,"ND","20-Jan Houton-Flotta",0,0
25,1,1,"SA","20-Jan Houton-Flotta",1,1
150,1,1,"TY","20-Jan Houton-Flotta",0,0
75,1,1,"E","20-Jan Houton-Flotta",0,0
25,1,1,"TY","20-Jan Houton-Flotta",0,0
250,1,3,"TY","20-Jan Houton-Flotta",0,0
25,1,4,"LN","20-Jan Houton-Flotta",0,1
75,1,1,"TY","20-Jan Houton-Flotta",0,0
25,1,3,"E","20-Jan Houton-Flotta",0,0
25,1,2,"LN","20-Jan Houton-Flotta",0,0
250,1,1,"TY","20-Jan Tingwall-Rousay",0,0
25,1,2,"TY","20-Jan Tingwall-Rousay",0,1
25,1,4,"E","20-Jan Tingwall-Rousay",0,1
75,1,2,"E","20-Jan Tingwall-Rousay",0,1
75,1,5,"E","20-Jan Tingwall-Rousay",0,0
25,1,4,"E","20-Jan Tingwall-Rousay",0,1
150,1,5,"E","20-Jan Tingwall-Rousay",0,0
25,1,1,"SA","20-Jan Tingwall-Rousay",1,1
25,1,2,"SA","20-Jan Tingwall-Rousay",0,1
250,1,5,"SA","20-Jan Tingwall-Rousay",0,0
75,1,1,"SA","20-Jan Tingwall-Rousay",0,0
25,1,2,"SA","20-Jan Tingwall-Rousay",0,1
150,1,1,"SA","20-Jan Tingwall-Rousay",0,0
25,1,11,"SA","20-Jan Tingwall-Rousay",0,1
25,1,1,"SA","20-Jan Tingwall-Rousay",0,1
150,1,4,"SA","20-Jan Tingwall-Rousay",0,1
150,1,1,"SA","20-Jan Tingwall-Rousay",0,0
250,1,5,"LN","20-Jan Tingwall-Rousay",0,0
25,1,1,"TY","20-Jan Tingwall-Rousay",1,1
25,1,1,"SA","20-Jan Tingwall-Rousay",0,0
75,1,1,"SA","20-Jan Tingwall-Rousay",0,1
150,1,2,"LN","20-Jan Tingwall-Rousay",0,0
250,1,3,"SA","20-Jan Tingwall-Rousay",0,0
150,1,2,"E","20-Jan Tingwall-Rousay",0,1
75,1,1,"SA","20-Jan Tingwall-Rousay",0,1
25,1,1,"E","20-Jan Tingwall-Rousay",0,0
25,1,6,"E","20-Jan Tingwall-Rousay",0,1
25,1,1,"SA","20-Jan Tingwall-Rousay",0,0
75,1,2,"SA","20-Jan Tingwall-Rousay",0,0
75,1,2,"LN","20-Jan Tingwall-Rousay",1,1
25,1,2,"SA","20-Jan Tingwall-Rousay",1,1
25,1,4,"E","20-Jan Tingwall-Rousay",0,1
25,1,3,"E","20-Jan Tingwall-Rousay",0,1
25,1,2,"E","20-Jan Tingwall-Rousay",0,1
75,1,2,"E","20-Jan Tingwall-Rousay",0,1
25,1,1,"TY","20-Jan Tingwall-Rousay",0,0
25,1,1,"TY","20-Jan Tingwall-Rousay",0,0
150,1,1,"E","20-Jan Tingwall-Rousay",0,0
25,1,1,"TY","20-Jan Tingwall-Rousay",0,0
25,1,1,"SA","20-Jan Tingwall-Rousay",0,0
25,1,1,"SA","20-Jan Tingwall-Rousay",0,1
25,1,2,"TY","20-Jan Rousay-Wyre",0,1
75,1,1,"TY","20-Jan Rousay-Wyre",0,0
250,1,1,"E","20-Jan Rousay-Wyre",0,0
250,1,3,"SA","20-Jan Rousay-Wyre",0,0
250,1,1,"TY","20-Jan Rousay-Wyre",0,0
250,1,1,"TY","20-Jan Rousay-Wyre",0,0
75,1,1,"RM","20-Jan Rousay-Wyre",0,1
150,1,1,"SA","20-Jan Rousay-Wyre",0,0
75,1,2,"SA","20-Jan Wyre-Tingwall",0,0
25,1,10,"E","20-Jan Wyre-Tingwall",0,1
25,1,2,"E","20-Jan Wyre-Tingwall",0,1
150,1,3,"E","20-Jan Wyre-Tingwall",0,0
75,1,8,"LN","20-Jan Wyre-Tingwall",1,1
75,1,2,"LN","20-Jan Wyre-Tingwall",0,0
25,1,11,"E","20-Jan Wyre-Tingwall",0,1
75,1,6,"RH","20-Jan Wyre-Tingwall",1,1
25,1,1,"SA","20-Jan Wyre-Tingwall",1,1
75,1,1,"SA","20-Jan Wyre-Tingwall",0,1
75,1,2,"TY","20-Jan Wyre-Tingwall",1,1
150,1,1,"LN","20-Jan Wyre-Tingwall",0,0
150,1,1,"SA","20-Jan Wyre-Tingwall",0,0
150,1,1,"SA","20-Jan Wyre-Tingwall",0,0
150,1,1,"SA","20-Jan Wyre-Tingwall",0,0
75,1,1,"TY","20-Jan Wyre-Tingwall",0,0
25,1,1,"SA","20-Jan Wyre-Tingwall",0,1
75,1,1,"SA","20-Jan Wyre-Tingwall",0,0
25,1,3,"TY","20-Jan Wyre-Tingwall",0,0
250,1,5,"LN","20-Jan Wyre-Tingwall",1,1
25,1,2,"E","20-Jan Wyre-Tingwall",0,0
25,1,1,"E","20-Jan Wyre-Tingwall",0,1
75,1,3,"E","20-Jan Wyre-Tingwall",0,0
250,1,4,"LN","20-Jan Wyre-Tingwall",0,0
25,1,1,"ND","20-Jan Wyre-Tingwall",0,1
25,1,1,"SA","20-Jan Wyre-Tingwall",0,1
25,1,2,"TY","20-Jan Wyre-Tingwall",0,1
25,1,1,"TY","20-Jan Wyre-Tingwall",0,0
25,1,1,"TY","20-Jan Wyre-Tingwall",0,0
25,1,1,"TY","20-Jan Wyre-Tingwall",0,0
150,1,2,"TY","20-Jan Wyre-Tingwall",0,0
150,1,1,"TY","20-Jan Wyre-Tingwall",0,0
75,1,1,"TY","20-Jan Wyre-Tingwall",0,0
75,1,2,"TY","20-Jan Wyre-Tingwall",0,0
150,1,6,"TY","20-Jan Wyre-Tingwall",0,0
150,1,1,"TY","20-Jan Wyre-Tingwall",0,0
25,1,1,"ND","20-Jan Wyre-Tingwall",0,1
150,1,1,"TY","20-Jan Wyre-Tingwall",0,0
75,1,1,"TY","20-Jan Wyre-Tingwall",0,0
75,1,1,"TY","20-Jan Wyre-Tingwall",0,0
250,1,27,"E","20-Jan Wyre-Tingwall",0,1
75,1,1,"TY","20-Jan Wyre-Tingwall",0,0
75,1,1,"TY","20-Jan Wyre-Tingwall",0,0
150,1,2,"E","20-Jan Wyre-Tingwall",0,1
150,1,2,"ND","20-Jan Wyre-Tingwall",0,1
150,1,2,"RH","20-Jan Wyre-Tingwall",1,1
25,1,1,"E","20-Jan Wyre-Tingwall",0,1
75,1,4,"E","20-Jan Wyre-Tingwall",0,1
75,1,2,"E","20-Jan Wyre-Tingwall",0,0
75,1,1,"E","20-Jan Wyre-Tingwall",0,0
75,1,7,"E","20-Jan Wyre-Tingwall",0,1
150,1,25,"LN","20-Jan Wyre-Tingwall",0,0
150,1,10,"E","20-Jan Wyre-Tingwall",0,0
75,1,3,"E","20-Jan Wyre-Tingwall",0,0
75,1,1,"TY","20-Jan Wyre-Tingwall",0,1
75,1,5,"E","20-Jan Wyre-Tingwall",0,1
75,1,9,"E","20-Jan Wyre-Tingwall",0,0
75,1,3,"E","20-Jan Wyre-Tingwall",0,0
75,1,6,"E","20-Jan Wyre-Tingwall",0,0
150,1,3,"SA","20-Jan Wyre-Tingwall",0,0
25,1,1,"E","20-Jan Wyre-Tingwall",0,1
25,1,15,"E","20-Jan Wyre-Tingwall",0,1
150,1,3,"SA","20-Jan Wyre-Tingwall",0,0
150,1,1,"SA","20-Jan Wyre-Tingwall",0,0
75,1,1,"SA","20-Jan Wyre-Tingwall",0,0
75,1,1,"SA","20-Jan Wyre-Tingwall",0,0
75,1,1,"SA","20-Jan Wyre-Tingwall",0,0
75,1,1,"TY","20-Jan Wyre-Tingwall",0,1
150,1,2,"SA","20-Jan Wyre-Tingwall",0,0
75,1,15,"SA","20-Jan Wyre-Tingwall",0,0
75,1,1,"SA","20-Jan Wyre-Tingwall",0,0
75,1,19,"SA","20-Jan Wyre-Tingwall",0,0
25,1,5,"SA","20-Jan Wyre-Tingwall",0,1
150,1,2,"SA","20-Jan Wyre-Tingwall",0,0
150,1,1,"SA","20-Jan Wyre-Tingwall",0,0
250,1,2,"SA","20-Jan Wyre-Tingwall",0,0
25,1,1,"SA","20-Jan Wyre-Tingwall",0,1
25,1,2,"SA","20-Jan Wyre-Tingwall",0,0
150,1,2,"SA","20-Jan Wyre-Tingwall",0,1
250,1,2,"SA","20-Jan Wyre-Tingwall",0,0
25,1,14,"E","20-Jan Wyre-Tingwall",0,1
75,1,6,"E","20-Jan Wyre-Tingwall",0,0
150,1,1,"TY","20-Jan Wyre-Tingwall",0,0
250,1,2,"E","21-Jan Tingwall-Rousay",0,0
25,1,2,"E","21-Jan Tingwall-Rousay",0,0
25,1,5,"E","21-Jan Tingwall-Rousay",0,0
150,1,3,"E","21-Jan Tingwall-Rousay",0,0
75,1,1,"E","21-Jan Tingwall-Rousay",0,0
25,1,2,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,0
150,1,1,"SA","21-Jan Tingwall-Rousay",0,0
150,1,2,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,1
25,1,2,"SA","21-Jan Tingwall-Rousay",1,1
75,1,2,"SA","21-Jan Tingwall-Rousay",0,0
150,1,4,"SA","21-Jan Tingwall-Rousay",0,0
75,1,1,"SA","21-Jan Tingwall-Rousay",0,0
25,1,2,"E","21-Jan Tingwall-Rousay",0,0
25,1,1,"E","21-Jan Tingwall-Rousay",0,1
150,1,1,"E","21-Jan Tingwall-Rousay",0,0
25,1,3,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,0
25,1,2,"E","21-Jan Tingwall-Rousay",0,0
150,1,54,"E","21-Jan Tingwall-Rousay",0,0
75,1,5,"E","21-Jan Tingwall-Rousay",0,0
75,1,3,"E","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,1
75,1,3,"SA","21-Jan Tingwall-Rousay",0,0
75,1,2,"SA","21-Jan Tingwall-Rousay",0,0
25,1,37,"E","21-Jan Tingwall-Rousay",0,0
25,1,6,"E","21-Jan Tingwall-Rousay",0,1
25,1,17,"E","21-Jan Tingwall-Rousay",0,0
25,1,7,"LN","21-Jan Tingwall-Rousay",0,0
150,1,27,"LN","21-Jan Tingwall-Rousay",0,0
25,1,5,"E","21-Jan Tingwall-Rousay",0,0
25,1,19,"E","21-Jan Tingwall-Rousay",0,0
25,1,2,"E","21-Jan Tingwall-Rousay",0,0
250,1,1,"E","21-Jan Tingwall-Rousay",0,0
75,1,1,"RH","21-Jan Tingwall-Rousay",0,0
25,1,3,"E","21-Jan Tingwall-Rousay",0,0
75,1,2,"LN","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",1,1
25,1,2,"SA","21-Jan Tingwall-Rousay",0,1
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,1
25,1,2,"TY","21-Jan Tingwall-Rousay",0,1
25,1,2,"TY","21-Jan Rousay-Wyre",0,0
25,1,4,"E","21-Jan Rousay-Wyre",0,1
150,1,1,"SA","21-Jan Rousay-Wyre",0,0
150,1,1,"TY","21-Jan Rousay-Wyre",0,0
25,1,1,"E","21-Jan Rousay-Wyre",0,1
150,1,4,"E","21-Jan Rousay-Wyre",0,0
150,1,3,"LN","21-Jan Rousay-Wyre",0,0
75,1,1,"SA","21-Jan Rousay-Wyre",0,0
250,1,3,"TY","21-Jan Rousay-Wyre",0,0
250,1,2,"TY","21-Jan Rousay-Wyre",0,0
150,0,8,"E","21-Jan Wyre-Rousay",0,0
250,0,4,"E","21-Jan Wyre-Rousay",0,0
25,0,2,"TY","21-Jan Wyre-Rousay",0,0
150,0,1,"TY","21-Jan Wyre-Rousay",0,0
150,0,2,"TY","21-Jan Wyre-Rousay",0,0
25,0,1,"SA","21-Jan Wyre-Rousay",0,0
150,0,1,"TY","21-Jan Wyre-Rousay",0,0
25,0,1,"SA","21-Jan Rousay-Tingwall",0,0
75,0,1,"SA","21-Jan Rousay-Tingwall",0,0
25,0,1,"TY","21-Jan Rousay-Tingwall",0,0
25,0,2,"TY","21-Jan Rousay-Tingwall",0,0
75,0,1,"LN","21-Jan Rousay-Tingwall",0,1
75,0,5,"E","21-Jan Rousay-Tingwall",0,0
25,0,1,"E","21-Jan Rousay-Tingwall",0,1
150,0,11,"E","21-Jan Rousay-Tingwall",0,0
250,0,20,"E","21-Jan Rousay-Tingwall",0,0
250,0,2,"E","21-Jan Rousay-Tingwall",0,0
75,0,4,"E","21-Jan Rousay-Tingwall",0,0
150,0,1,"SA","21-Jan Rousay-Tingwall",0,0
150,0,8,"E","21-Jan Rousay-Tingwall",0,0
75,0,2,"E","21-Jan Rousay-Tingwall",0,0
75,0,2,"E","21-Jan Rousay-Tingwall",0,0
75,0,2,"LN","21-Jan Rousay-Tingwall",0,0
25,0,2,"E","21-Jan Rousay-Tingwall",0,0
75,0,2,"E","21-Jan Rousay-Tingwall",0,0
75,0,1,"RH","21-Jan Rousay-Tingwall",0,0
25,0,4,"SA","21-Jan Rousay-Tingwall",0,0
75,0,5,"SA","21-Jan Rousay-Tingwall",0,0
25,0,1,"E","21-Jan Rousay-Tingwall",0,0
150,0,6,"E","21-Jan Rousay-Tingwall",0,0
150,0,6,"E","21-Jan Rousay-Tingwall",0,0
75,0,2,"E","21-Jan Rousay-Tingwall",0,0
25,0,2,"SA","21-Jan Rousay-Tingwall",0,0
75,0,2,"SA","21-Jan Rousay-Tingwall",0,0
75,0,1,"SA","21-Jan Rousay-Tingwall",0,1
75,0,2,"E","21-Jan Rousay-Tingwall",0,0
150,0,2,"RM","21-Jan Rousay-Tingwall",0,0
75,0,1,"SA","21-Jan Rousay-Tingwall",0,0
75,0,1,"SA","21-Jan Rousay-Tingwall",0,0
250,0,1,"TY","21-Jan Rousay-Tingwall",0,0
25,0,1,"SA","21-Jan Rousay-Tingwall",0,1
25,0,1,"SA","21-Jan Rousay-Tingwall",0,0
150,0,4,"SA","21-Jan Rousay-Tingwall",0,0
150,0,1,"SA","21-Jan Rousay-Tingwall",0,0
150,0,3,"SA","21-Jan Rousay-Tingwall",0,0
75,0,4,"SA","21-Jan Rousay-Tingwall",0,0
75,0,2,"SA","21-Jan Rousay-Tingwall",0,0
150,0,3,"SA","21-Jan Rousay-Tingwall",0,0
75,0,1,"SA","21-Jan Rousay-Tingwall",0,0
75,0,3,"SA","21-Jan Rousay-Tingwall",0,0
25,0,1,"SA","21-Jan Rousay-Tingwall",0,0
25,0,1,"SA","21-Jan Rousay-Tingwall",0,0
25,0,2,"SA","21-Jan Rousay-Tingwall",0,0
75,0,6,"SA","21-Jan Rousay-Tingwall",0,0
75,0,5,"E","21-Jan Rousay-Tingwall",0,0
25,0,1,"SA","21-Jan Rousay-Tingwall",0,1
25,0,2,"E","21-Jan Rousay-Tingwall",0,1
25,0,1,"E","21-Jan Rousay-Tingwall",0,0
25,0,1,"E","21-Jan Rousay-Tingwall",0,1
25,0,2,"E","21-Jan Rousay-Tingwall",0,1
150,0,1,"E","21-Jan Rousay-Tingwall",0,0
75,0,2,"E","21-Jan Rousay-Tingwall",0,0
75,0,5,"E","21-Jan Rousay-Tingwall",0,0
25,0,4,"E","21-Jan Rousay-Tingwall",0,1
75,0,3,"E","21-Jan Rousay-Tingwall",0,0
25,0,4,"LN","21-Jan Rousay-Tingwall",1,1
75,0,2,"TY","21-Jan Rousay-Tingwall",0,0
150,0,140,"SA","21-Jan Rousay-Tingwall",0,0
150,0,1,"TY","21-Jan Rousay-Tingwall",0,0
25,0,1,"SA","21-Jan Rousay-Tingwall",0,0
75,0,1,"TY","21-Jan Rousay-Tingwall",0,0
25,1,77,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,1
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
250,1,2,"E","21-Jan Tingwall-Rousay",0,0
75,1,5,"E","21-Jan Tingwall-Rousay",0,0
75,1,1,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"E","21-Jan Tingwall-Rousay",0,1
75,1,6,"E","21-Jan Tingwall-Rousay",0,0
25,1,15,"E","21-Jan Tingwall-Rousay",0,1
25,1,3,"E","21-Jan Tingwall-Rousay",0,0
250,1,1,"SA","21-Jan Tingwall-Rousay",0,0
250,1,19,"SA","21-Jan Tingwall-Rousay",0,0
75,1,2,"SA","21-Jan Tingwall-Rousay",0,0
75,1,1,"SA","21-Jan Tingwall-Rousay",1,1
25,1,4,"SA","21-Jan Tingwall-Rousay",0,1
250,1,2,"SA","21-Jan Tingwall-Rousay",0,0
75,1,2,"SA","21-Jan Tingwall-Rousay",0,0
250,1,1,"TY","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
75,1,5,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"RH","21-Jan Tingwall-Rousay",1,1
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
25,1,3,"LN","21-Jan Tingwall-Rousay",0,0
25,1,2,"SA","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
250,1,1,"E","21-Jan Tingwall-Rousay",0,0
25,1,2,"RH","21-Jan Tingwall-Rousay",1,1
250,1,1,"E","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,1
25,1,2,"E","21-Jan Tingwall-Rousay",0,0
25,1,2,"E","21-Jan Tingwall-Rousay",0,0
75,1,5,"E","21-Jan Tingwall-Rousay",0,0
25,1,2,"LN","21-Jan Tingwall-Rousay",0,0
25,1,1,"SA","21-Jan Tingwall-Rousay",0,0
250,1,7,"E","21-Jan Tingwall-Rousay",0,0
25,1,2,"LN","21-Jan Tingwall-Rousay",0,0
75,1,1,"LN","21-Jan Tingwall-Rousay",0,0
25,1,1,"E","21-Jan Tingwall-Rousay",0,0
150,1,1,"E","21-Jan Tingwall-Rousay",0,0
250,1,1,"E","21-Jan Tingwall-Rousay",0,0
25,1,2,"LN","21-Jan Tingwall-Rousay",0,0
75,1,2,"LN","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
150,1,16,"E","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
25,1,2,"E","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,0
75,1,2,"E","21-Jan Tingwall-Rousay",0,0
25,1,3,"TY","21-Jan Tingwall-Rousay",0,0
25,1,1,"TY","21-Jan Tingwall-Rousay",0,1
